Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-01-01,00:00,21.71,42.11,41.00,,,,,,4.00,5.00,-49.00,48.00,-49.00,48.00,-56.00,66.00,-63.00,51.00
2020-01-01,00:15,21.80,41.83,22.00,,,,,,4.00,5.00,-57.00,50.00,-51.00,53.00,-47.00,50.00,-53.00,61.00
2020-01-01,00:30,21.67,41.92,466.00,,,,,,0.00,5.00,-56.00,50.00,-62.00,49.00,-95.00,78.00,-68.00,81.00
2020-01-01,00:45,21.57,42.02,26.00,,,,,,0.00,0.00,-58.00,48.00,-49.00,47.00,-50.00,53.00,-58.00,60.00
2020-01-01,01:00,21.40,42.17,25.00,,,,,,0.00,0.00,-50.00,50.00,-49.00,49.00,-53.00,46.00,-53.00,54.00
2020-01-01,01:15,21.27,42.44,22.00,,,,,,0.00,0.00,-56.00,47.00,-49.00,52.00,-54.00,54.00,-55.00,50.00
2020-01-01,01:30,21.10,42.60,23.00,,,,,,0.00,0.00,-61.00,48.00,-49.00,42.00,-52.00,54.00,-49.00,53.00
2020-01-01,01:45,21.01,42.60,25.00,,,,,,0.00,0.00,-52.00,54.00,-50.00,56.00,-51.00,56.00,-51.00,52.00
2020-01-01,02:00,20.89,42.71,21.00,,,,,,0.00,0.00,-59.00,53.00,-51.00,52.00,-58.00,52.00,-53.00,57.00
2020-01-01,02:15,20.84,42.72,23.00,,,,,,0.00,0.00,-53.00,50.00,-50.00,53.00,-56.00,55.00,-61.00,52.00
2020-01-01,02:30,20.82,42.70,23.00,,,,,,0.00,0.00,-53.00,52.00,-43.00,46.00,-47.00,58.00,-51.00,51.00
2020-01-01,02:45,20.78,42.70,23.00,,,,,,0.00,0.00,-54.00,63.00,-61.00,49.00,-50.00,50.00,-58.00,54.00
2020-01-01,03:00,20.70,42.74,25.00,,,,,,0.00,0.00,-56.00,51.00,-53.00,51.00,-48.00,53.00,-51.00,63.00
2020-01-01,03:15,20.66,42.72,26.00,,,,,,0.00,0.00,-58.00,49.00,-52.00,47.00,-54.00,53.00,-65.00,52.00
2020-01-01,03:30,20.66,42.78,23.00,,,,,,0.00,0.00,-52.00,53.00,-52.00,47.00,-53.00,51.00,-55.00,48.00
2020-01-01,03:45,20.71,42.61,24.00,,,,,,0.00,0.00,-55.00,50.00,-49.00,47.00,-46.00,52.00,-55.00,50.00
2020-01-01,04:00,20.72,42.50,24.00,,,,,,0.00,0.00,-50.00,48.00,-45.00,43.00,-47.00,44.00,-49.00,51.00
2020-01-01,04:15,20.71,42.50,21.00,,,,,,0.00,0.00,-66.00,62.00,-58.00,49.00,-49.00,49.00,-50.00,57.00
2020-01-01,04:30,21.10,41.91,24.00,,,,,,0.00,0.00,-53.00,48.00,-61.00,54.00,-54.00,59.00,-53.00,53.00
2020-01-01,04:45,21.24,41.44,25.00,,,,,,0.00,0.00,-60.00,50.00,-52.00,49.00,-55.00,48.00,-69.00,56.00
2020-01-01,05:00,21.22,41.58,24.00,,,,,,0.00,0.00,-61.00,52.00,-46.00,49.00,-51.00,50.00,-51.00,47.00
2020-01-01,05:15,21.30,41.49,26.00,,,,,,0.00,0.00,-54.00,55.00,-64.00,49.00,-55.00,54.00,-65.00,60.00
2020-01-01,05:30,21.41,41.30,24.00,,,,,,0.00,0.00,-56.00,52.00,-50.00,55.00,-52.00,52.00,-50.00,53.00
2020-01-01,05:45,21.43,41.15,23.00,,,,,,0.00,0.00,-53.00,50.00,-53.00,47.00,-54.00,49.00,-60.00,56.00
2020-01-01,06:00,21.47,41.33,23.00,,,,,,0.00,0.00,-55.00,55.00,-52.00,47.00,-50.00,50.00,-62.00,50.00
2020-01-01,06:15,21.67,41.02,23.00,,,,,,0.00,0.00,-52.00,53.00,-50.00,46.00,-55.00,48.00,-53.00,56.00
2020-01-01,06:30,21.66,41.02,45.00,,,,,,0.00,0.00,-50.00,56.00,-59.00,46.00,-52.00,51.00,-68.00,55.00
2020-01-01,06:45,21.54,41.30,25.00,,,,,,0.00,0.00,-49.00,56.00,-56.00,57.00,-49.00,46.00,-56.00,52.00
2020-01-01,07:00,21.46,41.58,23.00,,,,,,0.00,1.00,-56.00,63.00,-54.00,49.00,-57.00,53.00,-59.00,50.00
2020-01-01,07:15,21.76,41.32,40.00,,,,,,1.00,2.00,-51.00,55.00,-54.00,50.00,-53.00,51.00,-61.00,54.00
2020-01-01,07:30,21.95,41.00,26.00,,,,,,2.00,3.00,-62.00,53.00,-57.00,48.00,-51.00,51.00,-52.00,49.00
2020-01-01,07:45,21.97,40.98,355.00,,,,,,3.00,3.00,-55.00,58.00,-55.00,56.00,-83.00,71.00,-55.00,64.00
2020-01-01,08:00,21.85,41.24,21.00,,,,,,3.00,4.00,-65.00,65.00,-51.00,46.00,-58.00,50.00,-60.00,49.00
2020-01-01,08:15,21.67,41.61,451.00,,,,,,4.00,5.00,-51.00,55.00,-49.00,48.00,-57.00,53.00,-54.00,53.00
2020-01-01,08:30,21.80,41.64,306.00,,,,,,5.00,6.00,-58.00,49.00,-52.00,49.00,-65.00,68.00,-62.00,72.00
2020-01-01,08:45,22.34,41.15,279.00,,,,,,5.00,6.00,-61.00,56.00,-51.00,51.00,-59.00,50.00,-60.00,54.00
2020-01-01,09:00,22.64,40.82,28.00,,,,,,6.00,6.00,-55.00,56.00,-52.00,52.00,-50.00,50.00,-58.00,53.00
2020-01-01,09:15,22.82,40.42,168.00,,,,,,6.00,11.00,-63.00,48.00,-54.00,51.00,-52.00,49.00,-58.00,52.00
2020-01-01,09:30,22.82,40.45,576.00,,,,,,10.00,13.00,-62.00,52.00,-56.00,60.00,-74.00,63.00,-62.00,65.00
2020-01-01,09:45,22.87,40.14,307.00,,,,,,10.00,12.00,-56.00,53.00,-57.00,55.00,-54.00,70.00,-58.00,77.00
2020-01-01,10:00,22.94,39.96,369.00,,,,,,12.00,18.00,-57.00,61.00,-62.00,57.00,-59.00,65.00,-67.00,56.00
2020-01-01,10:15,22.87,40.13,319.00,,,,,,18.00,20.00,-61.00,52.00,-52.00,52.00,-60.00,52.00,-56.00,63.00
2020-01-01,10:30,23.01,40.16,292.00,,,,,,18.00,20.00,-56.00,52.00,-52.00,50.00,-57.00,64.00,-55.00,53.00
2020-01-01,10:45,23.05,40.13,23.00,,,,,,18.00,20.00,-54.00,47.00,-54.00,55.00,-51.00,46.00,-53.00,51.00
2020-01-01,11:00,22.90,40.36,24.00,,,,,,19.00,20.00,-58.00,51.00,-53.00,55.00,-52.00,53.00,-52.00,54.00
2020-01-01,11:15,23.02,40.50,392.00,,,,,,19.00,21.00,-57.00,65.00,-54.00,54.00,-65.00,75.00,-55.00,59.00
2020-01-01,11:30,23.19,40.39,303.00,,,,,,20.00,21.00,-56.00,50.00,-52.00,47.00,-70.00,58.00,-54.00,69.00
2020-01-01,11:45,23.20,40.67,369.00,,,,,,19.00,21.00,-62.00,54.00,-56.00,50.00,-53.00,55.00,-55.00,55.00
2020-01-01,12:00,23.10,40.56,221.00,,,,,,18.00,21.00,-56.00,53.00,-50.00,54.00,-55.00,55.00,-55.00,53.00
2020-01-01,12:15,22.95,40.83,23.00,,,,,,18.00,21.00,-57.00,50.00,-52.00,50.00,-48.00,47.00,-61.00,53.00
2020-01-01,12:30,23.16,40.83,253.00,,,,,,21.00,22.00,-59.00,52.00,-55.00,57.00,-59.00,69.00,-54.00,56.00
2020-01-01,12:45,23.36,40.78,424.00,,,,,,20.00,25.00,-61.00,56.00,-56.00,50.00,-59.00,55.00,-67.00,56.00
2020-01-01,13:00,23.39,41.19,441.00,,,,,,17.00,23.00,-58.00,58.00,-58.00,75.00,-77.00,100.00,-70.00,90.00
2020-01-01,13:15,23.40,41.91,23.00,,,,,,18.00,19.00,-60.00,54.00,-51.00,47.00,-49.00,53.00,-55.00,51.00
2020-01-01,13:30,23.22,42.40,376.00,,,,,,5.00,18.00,-52.00,50.00,-49.00,48.00,-49.00,51.00,-53.00,60.00
2020-01-01,13:45,22.98,43.43,352.00,,,,,,4.00,5.00,-59.00,64.00,-50.00,82.00,-76.00,94.00,-64.00,87.00
2020-01-01,14:00,23.23,43.54,477.00,,,,,,4.00,5.00,-59.00,54.00,-60.00,63.00,-67.00,64.00,-58.00,61.00
2020-01-01,14:15,23.53,43.16,25.00,,,,,,3.00,4.00,-54.00,51.00,-62.00,54.00,-53.00,51.00,-71.00,56.00
2020-01-01,14:30,23.49,43.55,396.00,,,,,,2.00,3.00,-63.00,62.00,-68.00,64.00,-105.00,81.00,-79.00,97.00
2020-01-01,14:45,23.04,39.88,235.00,,,,,,1.00,2.00,-59.00,51.00,-59.00,62.00,-61.00,73.00,-57.00,90.00
2020-01-01,15:00,22.70,34.75,431.00,,,,,,1.00,6.00,-55.00,57.00,-54.00,56.00,-47.00,57.00,-57.00,54.00
2020-01-01,15:15,23.29,35.57,454.00,,,,,,5.00,5.00,-63.00,58.00,-53.00,53.00,-79.00,68.00,-64.00,58.00
2020-01-01,15:30,23.32,36.62,288.00,,,,,,4.00,5.00,-51.00,48.00,-51.00,58.00,-74.00,57.00,-63.00,78.00
2020-01-01,15:45,23.21,37.47,26.00,,,,,,4.00,5.00,-57.00,50.00,-52.00,48.00,-54.00,54.00,-56.00,57.00
2020-01-01,16:00,22.98,38.60,400.00,,,,,,4.00,5.00,-55.00,55.00,-49.00,49.00,-61.00,57.00,-55.00,58.00
2020-01-01,16:15,23.23,39.07,274.00,,,,,,4.00,5.00,-52.00,60.00,-65.00,60.00,-54.00,59.00,-60.00,59.00
2020-01-01,16:30,23.56,39.03,304.00,,,,,,4.00,5.00,-59.00,55.00,-59.00,54.00,-60.00,59.00,-58.00,62.00
2020-01-01,16:45,23.58,39.63,382.00,,,,,,1.00,5.00,-64.00,128.00,-76.00,128.00,-63.00,190.00,-83.00,173.00
2020-01-01,17:00,23.42,40.15,21.00,,,,,,4.00,5.00,-123.00,92.00,-193.00,143.00,-156.00,97.00,-90.00,67.00
2020-01-01,17:15,23.26,40.27,42.00,,,,,,4.00,5.00,-55.00,53.00,-52.00,48.00,-52.00,49.00,-52.00,55.00
2020-01-01,17:30,23.01,40.81,386.00,,,,,,4.00,5.00,-55.00,57.00,-58.00,50.00,-67.00,92.00,-70.00,104.00
2020-01-01,17:45,23.31,40.71,375.00,,,,,,4.00,5.00,-53.00,53.00,-52.00,48.00,-52.00,50.00,-54.00,51.00
2020-01-01,18:00,23.55,40.01,396.00,,,,,,4.00,5.00,-57.00,59.00,-52.00,52.00,-75.00,52.00,-57.00,62.00
2020-01-01,18:15,23.49,40.01,358.00,,,,,,4.00,5.00,-54.00,51.00,-58.00,55.00,-57.00,84.00,-54.00,68.00
2020-01-01,18:30,23.29,40.41,23.00,,,,,,4.00,5.00,-57.00,53.00,-52.00,51.00,-54.00,59.00,-59.00,55.00
2020-01-01,18:45,23.10,40.73,31.00,,,,,,4.00,5.00,-55.00,56.00,-58.00,64.00,-70.00,81.00,-67.00,70.00
2020-01-01,19:00,23.01,41.25,519.00,,,,,,3.00,5.00,-55.00,47.00,-56.00,59.00,-53.00,56.00,-57.00,54.00
2020-01-01,19:15,23.34,41.06,408.00,,,,,,4.00,5.00,-51.00,56.00,-55.00,55.00,-67.00,71.00,-59.00,62.00
2020-01-01,19:30,23.39,41.49,403.00,,,,,,4.00,5.00,-56.00,52.00,-58.00,56.00,-56.00,70.00,-66.00,54.00
2020-01-01,19:45,23.14,37.91,479.00,,,,,,4.00,5.00,-54.00,54.00,-56.00,49.00,-68.00,47.00,-62.00,50.00
2020-01-01,20:00,23.32,37.40,338.00,,,,,,4.00,5.00,-58.00,52.00,-51.00,49.00,-58.00,52.00,-57.00,56.00
2020-01-01,20:15,23.42,37.85,41.00,,,,,,5.00,5.00,-57.00,55.00,-56.00,50.00,-49.00,60.00,-59.00,58.00
2020-01-01,20:30,23.24,38.71,379.00,,,,,,4.00,5.00,-58.00,51.00,-54.00,50.00,-60.00,56.00,-60.00,53.00
2020-01-01,20:45,23.05,39.22,158.00,,,,,,5.00,6.00,-53.00,55.00,-51.00,46.00,-62.00,49.00,-62.00,58.00
2020-01-01,21:00,23.03,39.55,23.00,,,,,,4.00,5.00,-57.00,49.00,-56.00,52.00,-52.00,52.00,-55.00,52.00
2020-01-01,21:15,23.17,39.45,394.00,,,,,,4.00,5.00,-60.00,55.00,-51.00,53.00,-68.00,60.00,-62.00,61.00
2020-01-01,21:30,23.01,39.86,201.00,,,,,,4.00,6.00,-53.00,55.00,-60.00,52.00,-67.00,64.00,-60.00,60.00
2020-01-01,21:45,22.92,39.94,312.00,,,,,,4.00,5.00,-54.00,47.00,-48.00,56.00,-57.00,61.00,-49.00,59.00
2020-01-01,22:00,22.81,40.01,442.00,,,,,,0.00,5.00,-56.00,51.00,-51.00,52.00,-71.00,65.00,-70.00,60.00
2020-01-01,22:15,22.60,40.26,23.00,,,,,,0.00,0.00,-56.00,47.00,-58.00,49.00,-50.00,46.00,-58.00,55.00
2020-01-01,22:30,22.38,40.40,26.00,,,,,,0.00,0.00,-60.00,58.00,-59.00,62.00,-50.00,44.00,-58.00,52.00
2020-01-01,22:45,22.18,40.65,493.00,,,,,,0.00,0.00,-51.00,52.00,-49.00,51.00,-50.00,48.00,-50.00,65.00
2020-01-01,23:00,22.10,40.78,41.00,,,,,,0.00,0.00,-54.00,49.00,-64.00,54.00,-77.00,80.00,-57.00,73.00
2020-01-01,23:15,22.03,40.80,26.00,,,,,,0.00,0.00,-55.00,48.00,-48.00,49.00,-60.00,57.00,-55.00,50.00
2020-01-01,23:30,21.91,40.86,24.00,,,,,,0.00,0.00,-59.00,54.00,-54.00,58.00,-47.00,51.00,-55.00,61.00
2020-01-01,23:45,21.84,40.98,24.00,,,,,,0.00,0.00,-56.00,51.00,-49.00,46.00,-51.00,50.00,-54.00,58.00
2020-01-02,00:00,21.71,41.17,23.00,,,,,,0.00,0.00,-65.00,53.00,-50.00,46.00,-52.00,53.00,-56.00,53.00
2020-01-02,00:15,21.59,41.30,23.00,,,,,,0.00,0.00,-50.00,48.00,-58.00,49.00,-53.00,50.00,-54.00,59.00
2020-01-02,00:30,21.49,41.35,27.00,,,,,,0.00,0.00,-54.00,48.00,-52.00,48.00,-56.00,56.00,-62.00,55.00
2020-01-02,00:45,21.38,41.49,23.00,,,,,,0.00,0.00,-50.00,63.00,-50.00,49.00,-54.00,50.00,-59.00,58.00
2020-01-02,01:00,21.41,41.36,22.00,,,,,,0.00,0.00,-55.00,55.00,-47.00,54.00,-55.00,61.00,-54.00,54.00
2020-01-02,01:15,21.45,41.20,26.00,,,,,,0.00,0.00,-50.00,53.00,-51.00,50.00,-51.00,59.00,-64.00,56.00
2020-01-02,01:30,21.44,41.17,24.00,,,,,,0.00,0.00,-56.00,55.00,-47.00,46.00,-53.00,46.00,-57.00,54.00
2020-01-02,01:45,21.36,41.24,23.00,,,,,,0.00,0.00,-58.00,60.00,-54.00,48.00,-55.00,51.00,-55.00,51.00
2020-01-02,02:00,21.23,41.37,27.00,,,,,,0.00,0.00,-49.00,59.00,-48.00,50.00,-59.00,51.00,-60.00,55.00
2020-01-02,02:15,21.11,41.40,21.00,,,,,,0.00,0.00,-50.00,49.00,-52.00,50.00,-48.00,48.00,-53.00,58.00
2020-01-02,02:30,21.02,41.48,24.00,,,,,,0.00,0.00,-48.00,54.00,-58.00,48.00,-53.00,48.00,-53.00,53.00
2020-01-02,02:45,20.96,41.54,27.00,,,,,,0.00,0.00,-64.00,53.00,-48.00,51.00,-55.00,55.00,-57.00,54.00
2020-01-02,03:00,20.98,41.48,23.00,,,,,,0.00,0.00,-50.00,49.00,-50.00,44.00,-53.00,55.00,-50.00,53.00
2020-01-02,03:15,20.99,41.44,21.00,,,,,,0.00,0.00,-53.00,53.00,-51.00,50.00,-53.00,59.00,-57.00,50.00
2020-01-02,03:30,21.00,41.33,26.00,,,,,,0.00,0.00,-49.00,47.00,-51.00,52.00,-56.00,55.00,-60.00,54.00
2020-01-02,03:45,20.93,41.41,24.00,,,,,,0.00,0.00,-58.00,55.00,-52.00,55.00,-52.00,50.00,-53.00,50.00
2020-01-02,04:00,20.88,41.50,25.00,,,,,,0.00,0.00,-57.00,56.00,-53.00,48.00,-51.00,50.00,-61.00,50.00
2020-01-02,04:15,20.81,41.57,26.00,,,,,,0.00,0.00,-48.00,52.00,-57.00,45.00,-52.00,50.00,-55.00,47.00
2020-01-02,04:30,20.94,41.31,21.00,,,,,,0.00,0.00,-59.00,52.00,-48.00,51.00,-50.00,53.00,-58.00,53.00
2020-01-02,04:45,21.36,40.41,23.00,,,,,,0.00,0.00,-58.00,51.00,-56.00,47.00,-57.00,49.00,-55.00,48.00
2020-01-02,05:00,21.35,40.37,36.00,,,,,,0.00,0.00,-52.00,54.00,-53.00,53.00,-54.00,51.00,-54.00,55.00
2020-01-02,05:15,21.29,40.55,24.00,,,,,,0.00,0.00,-58.00,51.00,-50.00,48.00,-63.00,49.00,-57.00,52.00
2020-01-02,05:30,21.52,40.26,25.00,,,,,,0.00,0.00,-56.00,60.00,-53.00,59.00,-51.00,50.00,-55.00,58.00
2020-01-02,05:45,21.59,40.08,24.00,,,,,,0.00,0.00,-53.00,55.00,-54.00,50.00,-52.00,58.00,-55.00,50.00
2020-01-02,06:00,21.51,40.22,23.00,,,,,,0.00,0.00,-55.00,51.00,-60.00,52.00,-59.00,47.00,-49.00,49.00
2020-01-02,06:15,21.60,40.18,25.00,,,,,,0.00,0.00,-72.00,49.00,-52.00,49.00,-55.00,54.00,-55.00,59.00
2020-01-02,06:30,21.79,39.83,23.00,,,,,,0.00,0.00,-60.00,50.00,-55.00,61.00,-56.00,50.00,-54.00,56.00
2020-01-02,06:45,21.76,39.87,23.00,,,,,,0.00,0.00,-57.00,51.00,-51.00,48.00,-57.00,53.00,-62.00,49.00
2020-01-02,07:00,21.63,40.03,121.00,,,,,,0.00,0.00,-54.00,59.00,-51.00,46.00,-62.00,54.00,-55.00,53.00
2020-01-02,07:15,21.54,40.22,24.00,,,,,,0.00,2.00,-59.00,55.00,-51.00,50.00,-54.00,52.00,-54.00,52.00
2020-01-02,07:30,21.47,40.45,25.00,,,,,,1.00,2.00,-55.00,56.00,-51.00,48.00,-48.00,49.00,-62.00,50.00
2020-01-02,07:45,21.44,40.65,25.00,,,,,,1.00,2.00,-62.00,60.00,-55.00,48.00,-61.00,60.00,-55.00,52.00
2020-01-02,08:00,21.89,40.08,26.00,,,,,,1.00,2.00,-54.00,61.00,-61.00,51.00,-59.00,63.00,-55.00,66.00
2020-01-02,08:15,22.26,39.81,335.00,,,,,,2.00,3.00,-55.00,53.00,-55.00,53.00,-58.00,53.00,-52.00,55.00
2020-01-02,08:30,22.36,39.69,348.00,,,,,,2.00,3.00,-54.00,56.00,-51.00,46.00,-58.00,59.00,-69.00,57.00
2020-01-02,08:45,22.33,39.84,499.00,,,,,,3.00,4.00,-55.00,48.00,-48.00,48.00,-68.00,53.00,-63.00,73.00
2020-01-02,09:00,22.19,40.06,286.00,,,,,,4.00,5.00,-52.00,55.00,-50.00,49.00,-52.00,54.00,-62.00,52.00
2020-01-02,09:15,22.03,40.26,304.00,,,,,,4.00,5.00,-49.00,49.00,-50.00,50.00,-50.00,56.00,-53.00,59.00
2020-01-02,09:30,22.15,40.36,368.00,,,,,,4.00,5.00,-54.00,51.00,-50.00,52.00,-65.00,66.00,-63.00,53.00
2020-01-02,09:45,22.61,39.77,412.00,,,,,,4.00,5.00,-59.00,56.00,-51.00,55.00,-80.00,62.00,-66.00,87.00
2020-01-02,10:00,22.90,39.49,400.00,,,,,,4.00,5.00,-53.00,53.00,-54.00,54.00,-66.00,72.00,-59.00,62.00
2020-01-02,10:15,22.99,39.45,397.00,,,,,,4.00,6.00,-59.00,52.00,-59.00,49.00,-61.00,59.00,-60.00,65.00
2020-01-02,10:30,22.97,39.40,358.00,,,,,,5.00,6.00,-57.00,54.00,-53.00,57.00,-73.00,73.00,-58.00,54.00
2020-01-02,10:45,23.22,39.09,386.00,,,,,,5.00,6.00,-58.00,54.00,-55.00,56.00,-63.00,86.00,-58.00,73.00
2020-01-02,11:00,23.24,39.06,309.00,,,,,,5.00,6.00,-56.00,51.00,-57.00,51.00,-59.00,59.00,-70.00,60.00
2020-01-02,11:15,23.11,39.23,349.00,,,,,,5.00,7.00,-55.00,48.00,-60.00,53.00,-69.00,65.00,-62.00,76.00
2020-01-02,11:30,22.92,39.36,347.00,,,,,,5.00,7.00,-49.00,45.00,-49.00,46.00,-58.00,62.00,-69.00,55.00
2020-01-02,11:45,23.33,38.75,337.00,,,,,,4.00,6.00,-53.00,51.00,-53.00,48.00,-59.00,58.00,-62.00,62.00
2020-01-02,12:00,23.59,38.26,343.00,,,,,,5.00,6.00,-62.00,50.00,-48.00,55.00,-51.00,65.00,-60.00,63.00
2020-01-02,12:15,23.42,38.22,218.00,,,,,,4.00,5.00,-53.00,56.00,-59.00,56.00,-54.00,56.00,-55.00,61.00
2020-01-02,12:30,23.11,38.96,354.00,,,,,,4.00,5.00,-57.00,53.00,-52.00,55.00,-73.00,56.00,-58.00,77.00
2020-01-02,12:45,22.93,39.12,325.00,,,,,,4.00,5.00,-56.00,49.00,-43.00,47.00,-55.00,50.00,-57.00,50.00
2020-01-02,13:00,23.28,38.69,367.00,,,,,,4.00,5.00,-62.00,50.00,-59.00,55.00,-81.00,74.00,-66.00,80.00
2020-01-02,13:15,23.49,38.26,31.00,,,,,,3.00,4.00,-57.00,53.00,-52.00,50.00,-53.00,55.00,-55.00,60.00
2020-01-02,13:30,23.30,38.53,24.00,,,,,,3.00,3.00,-54.00,53.00,-55.00,52.00,-57.00,49.00,-55.00,54.00
2020-01-02,13:45,22.99,39.05,352.00,,,,,,2.00,3.00,-50.00,60.00,-52.00,47.00,-76.00,57.00,-78.00,59.00
2020-01-02,14:00,23.04,39.05,187.00,,,,,,2.00,2.00,-52.00,53.00,-50.00,48.00,-58.00,58.00,-55.00,54.00
2020-01-02,14:15,23.30,38.91,318.00,,,,,,1.00,10.00,-60.00,55.00,-53.00,57.00,-57.00,56.00,-65.00,54.00
2020-01-02,14:30,23.30,39.19,330.00,,,,,,5.00,6.00,-57.00,51.00,-57.00,47.00,-68.00,51.00,-79.00,50.00
2020-01-02,14:45,23.12,39.24,337.00,,,,,,5.00,5.00,-63.00,51.00,-51.00,51.00,-50.00,50.00,-55.00,61.00
2020-01-02,15:00,23.00,39.29,30.00,,,,,,5.00,5.00,-60.00,57.00,-63.00,56.00,-56.00,54.00,-49.00,52.00
2020-01-02,15:15,23.27,39.11,397.00,,,,,,5.00,8.00,-66.00,51.00,-55.00,59.00,-68.00,62.00,-59.00,68.00
2020-01-02,15:30,23.37,38.29,199.00,,,,,,5.00,5.00,-48.00,58.00,-48.00,50.00,-59.00,52.00,-57.00,57.00
2020-01-02,15:45,23.32,38.33,26.00,,,,,,5.00,5.00,-55.00,56.00,-52.00,51.00,-54.00,51.00,-61.00,57.00
2020-01-02,16:00,23.11,38.74,34.00,,,,,,5.00,8.00,-57.00,52.00,-54.00,50.00,-56.00,52.00,-56.00,56.00
2020-01-02,16:15,23.03,39.11,28.00,,,,,,5.00,8.00,-53.00,54.00,-55.00,54.00,-58.00,56.00,-59.00,55.00
2020-01-02,16:30,23.30,38.90,382.00,,,,,,5.00,5.00,-55.00,57.00,-52.00,55.00,-60.00,61.00,-69.00,57.00
2020-01-02,16:45,23.42,38.65,23.00,,,,,,5.00,5.00,-55.00,55.00,-60.00,52.00,-50.00,61.00,-59.00,58.00
2020-01-02,17:00,23.29,38.81,42.00,,,,,,5.00,5.00,-50.00,55.00,-50.00,51.00,-50.00,50.00,-56.00,51.00
2020-01-02,17:15,23.09,39.07,381.00,,,,,,5.00,5.00,-53.00,55.00,-53.00,47.00,-59.00,53.00,-61.00,58.00
2020-01-02,17:30,23.10,39.29,406.00,,,,,,5.00,5.00,-55.00,53.00,-47.00,50.00,-64.00,55.00,-52.00,53.00
2020-01-02,17:45,23.45,38.67,218.00,,,,,,5.00,5.00,-57.00,54.00,-50.00,48.00,-56.00,50.00,-54.00,53.00
2020-01-02,18:00,23.49,38.60,351.00,,,,,,5.00,5.00,-57.00,53.00,-56.00,54.00,-51.00,69.00,-67.00,53.00
2020-01-02,18:15,23.34,38.86,209.00,,,,,,5.00,5.00,-56.00,53.00,-55.00,57.00,-51.00,58.00,-60.00,55.00
2020-01-02,18:30,23.15,38.83,317.00,,,,,,5.00,6.00,-57.00,55.00,-51.00,50.00,-60.00,60.00,-56.00,58.00
2020-01-02,18:45,23.02,38.93,440.00,,,,,,5.00,5.00,-57.00,56.00,-52.00,49.00,-57.00,61.00,-61.00,62.00
2020-01-02,19:00,23.34,38.90,44.00,,,,,,5.00,5.00,-57.00,53.00,-58.00,51.00,-55.00,51.00,-57.00,59.00
2020-01-02,19:15,23.49,39.07,29.00,,,,,,5.00,5.00,-61.00,52.00,-52.00,46.00,-61.00,49.00,-58.00,49.00
2020-01-02,19:30,23.41,39.41,392.00,,,,,,5.00,5.00,-52.00,54.00,-47.00,56.00,-68.00,81.00,-58.00,96.00
2020-01-02,19:45,23.25,39.45,23.00,,,,,,5.00,5.00,-56.00,55.00,-56.00,57.00,-56.00,59.00,-61.00,62.00
2020-01-02,20:00,23.05,39.61,28.00,,,,,,5.00,5.00,-52.00,51.00,-52.00,51.00,-58.00,49.00,-52.00,56.00
2020-01-02,20:15,23.16,39.59,412.00,,,,,,5.00,5.00,-58.00,59.00,-64.00,47.00,-69.00,61.00,-68.00,52.00
2020-01-02,20:30,23.28,39.31,203.00,,,,,,4.00,7.00,-52.00,49.00,-51.00,52.00,-50.00,51.00,-53.00,59.00
2020-01-02,20:45,23.21,39.27,377.00,,,,,,4.00,5.00,-52.00,52.00,-55.00,51.00,-58.00,51.00,-57.00,60.00
2020-01-02,21:00,23.00,39.49,283.00,,,,,,4.00,6.00,-52.00,52.00,-61.00,43.00,-48.00,56.00,-54.00,57.00
2020-01-02,21:15,22.92,39.50,23.00,,,,,,4.00,5.00,-51.00,50.00,-51.00,51.00,-54.00,49.00,-55.00,51.00
2020-01-02,21:30,22.74,39.57,465.00,,,,,,4.00,5.00,-52.00,53.00,-55.00,53.00,-54.00,52.00,-54.00,54.00
2020-01-02,21:45,22.52,39.86,237.00,,,,,,4.00,5.00,-61.00,52.00,-50.00,54.00,-58.00,61.00,-61.00,60.00
2020-01-02,22:00,22.41,39.83,31.00,,,,,,4.00,4.00,-56.00,47.00,-47.00,48.00,-56.00,57.00,-53.00,54.00
2020-01-02,22:15,22.34,39.81,24.00,,,,,,4.00,4.00,-55.00,53.00,-48.00,45.00,-49.00,51.00,-62.00,48.00
2020-01-02,22:30,22.25,39.81,53.00,,,,,,4.00,4.00,-55.00,52.00,-57.00,50.00,-47.00,48.00,-56.00,53.00
2020-01-02,22:45,22.16,39.90,516.00,,,,,,0.00,4.00,-57.00,60.00,-55.00,48.00,-72.00,62.00,-69.00,69.00
2020-01-02,23:00,22.00,40.01,22.00,,,,,,0.00,0.00,-62.00,50.00,-53.00,48.00,-51.00,56.00,-60.00,59.00
2020-01-02,23:15,21.84,40.21,28.00,,,,,,0.00,0.00,-58.00,55.00,-53.00,55.00,-48.00,51.00,-62.00,55.00
2020-01-02,23:30,21.71,40.34,24.00,,,,,,0.00,0.00,-57.00,51.00,-53.00,50.00,-53.00,55.00,-53.00,55.00
2020-01-02,23:45,21.61,40.38,26.00,,,,,,0.00,0.00,-57.00,53.00,-47.00,42.00,-54.00,53.00,-56.00,56.00
