Date,Time,avg(temp),avg(humidity),max(pir),max(nearPir),min(ch1),max(ch1),min(ch2),max(ch2),min(als),max(als),min(tp0),max(tp0),min(tp1),max(tp1),min(tp2),max(tp2),min(tp3),max(tp3)
2020-01-08,19:15,22.17,39.90,277.00,,,,,,4.00,5.00,-65.00,58.00,-51.00,54.00,-58.00,81.00,-55.00,67.00
2020-01-08,19:30,22.56,39.33,25.00,,,,,,5.00,5.00,-52.00,51.00,-55.00,47.00,-63.00,55.00,-58.00,56.00
2020-01-08,19:45,22.60,39.26,353.00,,,,,,5.00,5.00,-57.00,56.00,-54.00,53.00,-67.00,60.00,-55.00,69.00
2020-01-08,20:00,22.46,39.55,347.00,,,,,,4.00,5.00,-54.00,52.00,-60.00,52.00,-63.00,57.00,-59.00,57.00
2020-01-08,20:15,22.42,39.70,26.00,,,,,,5.00,5.00,-50.00,58.00,-51.00,54.00,-52.00,58.00,-53.00,55.00
2020-01-08,20:30,22.69,39.16,23.00,,,,,,5.00,5.00,-58.00,49.00,-48.00,52.00,-62.00,60.00,-62.00,63.00
2020-01-08,20:45,22.63,39.28,24.00,,,,,,5.00,5.00,-55.00,51.00,-53.00,51.00,-57.00,53.00,-58.00,54.00
2020-01-08,21:00,22.44,39.54,357.00,,,,,,5.00,5.00,-54.00,52.00,-63.00,48.00,-52.00,52.00,-63.00,53.00
2020-01-08,21:15,22.27,39.88,280.00,,,,,,5.00,5.00,-55.00,50.00,-48.00,45.00,-54.00,53.00,-59.00,59.00
2020-01-08,21:30,22.18,39.92,32.00,,,,,,5.00,5.00,-50.00,56.00,-52.00,50.00,-51.00,47.00,-56.00,60.00
2020-01-08,21:45,22.03,40.02,43.00,,,,,,5.00,5.00,-55.00,51.00,-53.00,56.00,-58.00,64.00,-62.00,62.00
2020-01-08,22:00,21.91,40.20,38.00,,,,,,5.00,5.00,-56.00,48.00,-56.00,47.00,-51.00,53.00,-74.00,50.00
2020-01-08,22:15,21.77,40.33,21.00,,,,,,5.00,5.00,-69.00,52.00,-50.00,49.00,-56.00,46.00,-60.00,54.00
2020-01-08,22:30,21.67,40.45,413.00,,,,,,5.00,5.00,-56.00,47.00,-55.00,49.00,-82.00,78.00,-69.00,91.00
2020-01-08,22:45,21.65,40.36,25.00,,,,,,4.00,5.00,-57.00,57.00,-49.00,47.00,-56.00,60.00,-59.00,52.00
2020-01-08,23:00,21.61,40.37,34.00,,,,,,4.00,5.00,-47.00,52.00,-52.00,46.00,-55.00,50.00,-64.00,54.00
2020-01-08,23:15,21.58,40.47,472.00,,,,,,0.00,5.00,-56.00,53.00,-53.00,46.00,-84.00,75.00,-67.00,68.00
2020-01-08,23:30,21.52,40.29,20.00,,,,,,0.00,0.00,-60.00,55.00,-43.00,47.00,-51.00,53.00,-59.00,53.00
2020-01-08,23:45,21.37,40.38,24.00,,,,,,0.00,0.00,-59.00,53.00,-63.00,50.00,-51.00,53.00,-53.00,51.00
2020-01-09,00:00,21.20,40.53,24.00,,,,,,0.00,0.00,-50.00,51.00,-53.00,47.00,-51.00,49.00,-65.00,59.00
2020-01-09,00:15,21.08,40.67,24.00,,,,,,0.00,0.00,-58.00,51.00,-48.00,44.00,-50.00,47.00,-55.00,59.00
2020-01-09,00:30,21.05,40.56,23.00,,,,,,0.00,0.00,-55.00,58.00,-54.00,62.00,-50.00,57.00,-50.00,47.00
2020-01-09,00:45,21.07,40.47,27.00,,,,,,0.00,0.00,-51.00,49.00,-49.00,47.00,-53.00,47.00,-52.00,47.00
2020-01-09,01:00,21.03,40.44,23.00,,,,,,0.00,0.00,-53.00,52.00,-52.00,51.00,-51.00,50.00,-53.00,53.00
2020-01-09,01:15,20.94,40.62,24.00,,,,,,0.00,0.00,-57.00,58.00,-53.00,48.00,-57.00,53.00,-50.00,48.00
2020-01-09,01:30,20.86,40.69,21.00,,,,,,0.00,0.00,-54.00,57.00,-57.00,55.00,-56.00,54.00,-61.00,54.00
2020-01-09,01:45,20.77,40.81,24.00,,,,,,0.00,0.00,-48.00,49.00,-56.00,50.00,-57.00,49.00,-53.00,49.00
2020-01-09,02:00,20.72,40.81,24.00,,,,,,0.00,0.00,-56.00,53.00,-58.00,51.00,-51.00,57.00,-52.00,54.00
2020-01-09,02:15,20.77,40.63,23.00,,,,,,0.00,0.00,-52.00,50.00,-50.00,51.00,-52.00,47.00,-49.00,54.00
2020-01-09,02:30,20.76,40.56,25.00,,,,,,0.00,0.00,-52.00,50.00,-50.00,47.00,-56.00,60.00,-57.00,56.00
2020-01-09,02:45,20.65,40.71,28.00,,,,,,0.00,0.00,-54.00,52.00,-62.00,52.00,-64.00,51.00,-51.00,55.00
2020-01-09,03:00,20.56,40.87,26.00,,,,,,0.00,0.00,-53.00,54.00,-51.00,52.00,-46.00,59.00,-48.00,52.00
2020-01-09,03:15,20.48,40.86,23.00,,,,,,0.00,0.00,-60.00,56.00,-51.00,46.00,-49.00,49.00,-52.00,56.00
2020-01-09,03:30,20.48,40.78,29.00,,,,,,0.00,0.00,-56.00,46.00,-56.00,47.00,-52.00,48.00,-53.00,51.00
2020-01-09,03:45,20.54,40.58,23.00,,,,,,0.00,0.00,-58.00,51.00,-55.00,46.00,-50.00,46.00,-54.00,49.00
2020-01-09,04:00,20.55,40.47,22.00,,,,,,0.00,0.00,-51.00,52.00,-49.00,45.00,-52.00,51.00,-54.00,51.00
2020-01-09,04:15,20.73,40.41,30.00,,,,,,0.00,0.00,-56.00,63.00,-51.00,49.00,-51.00,56.00,-55.00,57.00
2020-01-09,04:30,21.11,39.76,21.00,,,,,,0.00,0.00,-56.00,56.00,-51.00,48.00,-54.00,47.00,-57.00,54.00
2020-01-09,04:45,21.10,39.81,23.00,,,,,,0.00,0.00,-52.00,48.00,-55.00,48.00,-54.00,49.00,-54.00,55.00
2020-01-09,05:00,21.16,39.71,23.00,,,,,,0.00,0.00,-56.00,53.00,-58.00,54.00,-52.00,53.00,-58.00,51.00
2020-01-09,05:15,21.27,39.60,23.00,,,,,,0.00,0.00,-58.00,48.00,-54.00,49.00,-56.00,49.00,-56.00,53.00
2020-01-09,05:30,21.35,39.53,22.00,,,,,,0.00,0.00,-60.00,57.00,-61.00,56.00,-53.00,54.00,-59.00,53.00
2020-01-09,05:45,21.42,39.48,23.00,,,,,,0.00,0.00,-49.00,56.00,-56.00,67.00,-55.00,46.00,-61.00,62.00
2020-01-09,06:00,21.40,39.62,23.00,,,,,,0.00,0.00,-56.00,52.00,-49.00,49.00,-53.00,55.00,-60.00,51.00
2020-01-09,06:15,21.56,39.52,22.00,,,,,,0.00,0.00,-52.00,58.00,-53.00,54.00,-53.00,50.00,-54.00,49.00
2020-01-09,06:30,21.69,39.40,25.00,,,,,,0.00,0.00,-53.00,48.00,-55.00,50.00,-62.00,47.00,-57.00,76.00
2020-01-09,06:45,21.72,39.41,24.00,,,,,,0.00,0.00,-58.00,46.00,-57.00,56.00,-54.00,57.00,-60.00,56.00
2020-01-09,07:00,21.77,39.38,24.00,,,,,,0.00,0.00,-69.00,53.00,-50.00,56.00,-54.00,55.00,-57.00,53.00
2020-01-09,07:15,21.88,39.49,402.00,,,,,,0.00,6.00,-116.00,144.00,-94.00,117.00,-189.00,177.00,-146.00,169.00
2020-01-09,07:30,22.03,39.60,354.00,,,,,,0.00,5.00,-63.00,55.00,-65.00,56.00,-61.00,53.00,-58.00,60.00
2020-01-09,07:45,22.12,39.44,307.00,,,,,,0.00,1.00,-55.00,53.00,-57.00,54.00,-75.00,60.00,-77.00,81.00
2020-01-09,08:00,22.19,39.36,44.00,,,,,,1.00,1.00,-55.00,63.00,-52.00,49.00,-53.00,54.00,-57.00,60.00
2020-01-09,08:15,22.27,39.58,26.00,,,,,,1.00,1.00,-55.00,56.00,-57.00,53.00,-60.00,51.00,-55.00,56.00
2020-01-09,08:30,22.30,39.87,70.00,,,,,,1.00,1.00,-56.00,51.00,-54.00,55.00,-60.00,55.00,-57.00,57.00
2020-01-09,08:45,22.33,39.78,317.00,,,,,,1.00,1.00,-55.00,55.00,-59.00,51.00,-62.00,57.00,-62.00,78.00
2020-01-09,09:00,22.33,39.78,214.00,,,,,,1.00,2.00,-56.00,53.00,-47.00,51.00,-54.00,62.00,-52.00,60.00
2020-01-09,09:15,22.33,39.78,24.00,,,,,,2.00,3.00,-57.00,56.00,-48.00,47.00,-53.00,55.00,-53.00,60.00
2020-01-09,09:30,22.49,39.52,55.00,,,,,,2.00,3.00,-51.00,51.00,-53.00,48.00,-57.00,51.00,-54.00,54.00
2020-01-09,09:45,22.40,39.69,28.00,,,,,,2.00,3.00,-51.00,52.00,-54.00,47.00,-50.00,52.00,-56.00,55.00
2020-01-09,10:00,22.47,39.79,309.00,,,,,,2.00,4.00,-52.00,50.00,-57.00,58.00,-65.00,62.00,-58.00,50.00
2020-01-09,10:15,22.61,39.57,204.00,,,,,,2.00,2.00,-52.00,50.00,-56.00,57.00,-50.00,61.00,-58.00,60.00
2020-01-09,10:30,22.54,39.62,25.00,,,,,,2.00,2.00,-57.00,50.00,-51.00,48.00,-52.00,47.00,-58.00,54.00
2020-01-09,10:45,22.37,39.92,333.00,,,,,,2.00,2.00,-55.00,54.00,-58.00,44.00,-79.00,71.00,-56.00,78.00
2020-01-09,11:00,22.58,39.86,238.00,,,,,,2.00,2.00,-55.00,59.00,-50.00,53.00,-51.00,63.00,-71.00,60.00
2020-01-09,11:15,22.78,39.50,23.00,,,,,,2.00,2.00,-54.00,59.00,-54.00,48.00,-65.00,79.00,-65.00,64.00
2020-01-09,11:30,22.68,39.67,337.00,,,,,,2.00,3.00,-59.00,51.00,-61.00,49.00,-58.00,62.00,-58.00,51.00
2020-01-09,11:45,22.51,39.85,321.00,,,,,,2.00,3.00,-52.00,57.00,-50.00,52.00,-55.00,55.00,-57.00,58.00
2020-01-09,12:00,22.34,40.37,292.00,,,,,,1.00,2.00,-56.00,50.00,-48.00,59.00,-63.00,60.00,-59.00,71.00
2020-01-09,12:15,22.23,40.53,25.00,,,,,,2.00,2.00,-56.00,52.00,-53.00,48.00,-53.00,49.00,-52.00,67.00
2020-01-09,12:30,22.21,40.86,338.00,,,,,,2.00,2.00,-60.00,58.00,-58.00,50.00,-67.00,75.00,-61.00,69.00
2020-01-09,12:45,22.63,40.11,25.00,,,,,,2.00,2.00,-49.00,62.00,-49.00,56.00,-54.00,54.00,-61.00,55.00
2020-01-09,13:00,22.75,39.95,22.00,,,,,,1.00,2.00,-53.00,51.00,-60.00,57.00,-59.00,57.00,-58.00,54.00
2020-01-09,13:15,22.64,40.10,373.00,,,,,,1.00,2.00,-52.00,57.00,-52.00,52.00,-67.00,65.00,-77.00,62.00
2020-01-09,13:30,22.54,40.15,394.00,,,,,,1.00,1.00,-50.00,52.00,-55.00,53.00,-66.00,50.00,-56.00,68.00
2020-01-09,13:45,22.30,40.44,24.00,,,,,,1.00,1.00,-50.00,53.00,-53.00,49.00,-47.00,52.00,-56.00,54.00
2020-01-09,14:00,22.14,40.60,264.00,,,,,,1.00,1.00,-51.00,48.00,-49.00,46.00,-52.00,50.00,-53.00,53.00
2020-01-09,14:15,22.01,40.77,22.00,,,,,,0.00,1.00,-51.00,55.00,-51.00,60.00,-56.00,51.00,-57.00,50.00
2020-01-09,14:30,22.11,40.67,26.00,,,,,,0.00,1.00,-55.00,52.00,-54.00,50.00,-50.00,60.00,-53.00,59.00
2020-01-09,14:45,22.36,39.74,297.00,,,,,,1.00,6.00,-57.00,54.00,-55.00,55.00,-65.00,54.00,-63.00,63.00
2020-01-09,15:00,22.40,39.03,217.00,,,,,,5.00,5.00,-54.00,50.00,-54.00,55.00,-51.00,51.00,-55.00,62.00
2020-01-09,15:15,22.61,38.97,24.00,,,,,,5.00,5.00,-57.00,58.00,-49.00,49.00,-60.00,58.00,-66.00,53.00
2020-01-09,15:30,22.66,39.06,274.00,,,,,,5.00,5.00,-52.00,58.00,-57.00,62.00,-52.00,50.00,-54.00,51.00
2020-01-09,15:45,22.62,39.17,25.00,,,,,,5.00,5.00,-60.00,56.00,-57.00,56.00,-50.00,58.00,-58.00,56.00
2020-01-09,16:00,22.45,39.61,420.00,,,,,,5.00,5.00,-56.00,54.00,-57.00,53.00,-62.00,60.00,-62.00,68.00
2020-01-09,16:15,22.72,39.29,22.00,,,,,,5.00,5.00,-52.00,55.00,-56.00,56.00,-52.00,52.00,-68.00,59.00
2020-01-09,16:30,22.79,39.13,359.00,,,,,,5.00,5.00,-57.00,53.00,-56.00,53.00,-60.00,68.00,-57.00,62.00
2020-01-09,16:45,22.67,39.48,390.00,,,,,,5.00,5.00,-55.00,55.00,-50.00,48.00,-65.00,55.00,-55.00,65.00
2020-01-09,17:00,22.51,39.76,258.00,,,,,,5.00,5.00,-55.00,52.00,-55.00,51.00,-52.00,53.00,-60.00,62.00
2020-01-09,17:15,22.52,39.95,354.00,,,,,,4.00,5.00,-59.00,53.00,-53.00,54.00,-57.00,63.00,-58.00,66.00
2020-01-09,17:30,22.88,39.47,30.00,,,,,,5.00,5.00,-54.00,54.00,-54.00,49.00,-61.00,56.00,-62.00,50.00
2020-01-09,17:45,22.97,39.43,29.00,,,,,,5.00,5.00,-61.00,57.00,-52.00,58.00,-56.00,59.00,-75.00,58.00
2020-01-09,18:00,22.86,39.54,39.00,,,,,,5.00,5.00,-53.00,51.00,-57.00,52.00,-61.00,55.00,-58.00,49.00
2020-01-09,18:15,22.66,39.82,24.00,,,,,,5.00,5.00,-51.00,53.00,-47.00,55.00,-52.00,49.00,-50.00,54.00
2020-01-09,18:30,22.50,40.09,437.00,,,,,,4.00,5.00,-53.00,49.00,-57.00,53.00,-53.00,51.00,-61.00,53.00
2020-01-09,18:45,22.35,40.34,199.00,,,,,,4.00,5.00,-60.00,52.00,-51.00,55.00,-63.00,61.00,-61.00,53.00
2020-01-09,19:00,22.25,40.24,74.00,,,,,,5.00,5.00,-54.00,52.00,-49.00,49.00,-49.00,62.00,-57.00,56.00
2020-01-09,19:15,22.08,40.43,23.00,,,,,,5.00,5.00,-53.00,60.00,-58.00,50.00,-55.00,50.00,-57.00,62.00
2020-01-09,19:30,22.10,40.48,338.00,,,,,,5.00,5.00,-54.00,57.00,-52.00,54.00,-67.00,77.00,-60.00,55.00
2020-01-09,19:45,22.55,39.89,253.00,,,,,,5.00,5.00,-52.00,55.00,-55.00,54.00,-52.00,48.00,-54.00,54.00
2020-01-09,20:00,22.71,39.70,350.00,,,,,,5.00,5.00,-55.00,54.00,-55.00,51.00,-51.00,54.00,-60.00,52.00
2020-01-09,20:15,22.76,39.76,252.00,,,,,,5.00,5.00,-59.00,51.00,-54.00,54.00,-64.00,58.00,-72.00,57.00
2020-01-09,20:30,22.93,39.67,224.00,,,,,,5.00,5.00,-56.00,53.00,-56.00,47.00,-61.00,55.00,-57.00,58.00
2020-01-09,20:45,22.95,39.80,27.00,,,,,,5.00,5.00,-56.00,54.00,-60.00,51.00,-57.00,54.00,-57.00,56.00
2020-01-09,21:00,22.87,39.93,31.00,,,,,,5.00,5.00,-58.00,55.00,-61.00,55.00,-56.00,57.00,-54.00,62.00
2020-01-09,21:15,22.71,40.15,509.00,,,,,,4.00,5.00,-55.00,55.00,-51.00,51.00,-93.00,65.00,-66.00,82.00
2020-01-09,21:30,22.56,40.34,35.00,,,,,,5.00,5.00,-55.00,49.00,-57.00,49.00,-55.00,52.00,-65.00,55.00
2020-01-09,21:45,22.40,40.56,362.00,,,,,,5.00,5.00,-54.00,46.00,-49.00,49.00,-53.00,53.00,-59.00,48.00
2020-01-09,22:00,22.22,40.92,283.00,,,,,,4.00,5.00,-50.00,52.00,-57.00,62.00,-71.00,71.00,-73.00,70.00
2020-01-09,22:15,22.10,40.94,24.00,,,,,,5.00,5.00,-53.00,53.00,-55.00,49.00,-47.00,47.00,-60.00,50.00
2020-01-09,22:30,21.94,41.06,22.00,,,,,,4.00,5.00,-55.00,54.00,-53.00,51.00,-48.00,53.00,-58.00,55.00
2020-01-09,22:45,21.89,41.11,507.00,,,,,,0.00,5.00,-50.00,48.00,-55.00,48.00,-61.00,45.00,-53.00,53.00
2020-01-09,23:00,21.79,41.13,25.00,,,,,,0.00,0.00,-53.00,51.00,-50.00,47.00,-53.00,48.00,-52.00,52.00
2020-01-09,23:15,21.69,41.19,23.00,,,,,,0.00,0.00,-57.00,57.00,-58.00,48.00,-58.00,53.00,-55.00,52.00
2020-01-09,23:30,21.64,41.06,25.00,,,,,,0.00,0.00,-51.00,52.00,-53.00,51.00,-52.00,52.00,-52.00,51.00
2020-01-09,23:45,21.61,40.95,23.00,,,,,,0.00,0.00,-51.00,54.00,-51.00,51.00,-61.00,49.00,-54.00,53.00
2020-01-10,00:00,21.52,41.00,20.00,,,,,,0.00,0.00,-53.00,52.00,-52.00,56.00,-54.00,51.00,-65.00,55.00
2020-01-10,00:15,21.40,41.29,24.00,,,,,,0.00,0.00,-55.00,61.00,-52.00,49.00,-52.00,51.00,-53.00,54.00
2020-01-10,00:30,21.33,41.36,25.00,,,,,,0.00,0.00,-58.00,55.00,-48.00,52.00,-49.00,48.00,-52.00,59.00
2020-01-10,00:45,21.28,41.29,23.00,,,,,,0.00,0.00,-56.00,54.00,-48.00,50.00,-50.00,51.00,-54.00,55.00
2020-01-10,01:00,21.28,41.29,22.00,,,,,,0.00,0.00,-53.00,50.00,-48.00,48.00,-51.00,52.00,-52.00,59.00
2020-01-10,01:15,21.27,41.21,24.00,,,,,,0.00,0.00,-53.00,47.00,-51.00,47.00,-51.00,48.00,-52.00,52.00
2020-01-10,01:30,21.18,41.30,24.00,,,,,,0.00,0.00,-50.00,47.00,-49.00,50.00,-51.00,51.00,-52.00,53.00
2020-01-10,01:45,21.10,41.47,25.00,,,,,,0.00,0.00,-56.00,54.00,-49.00,58.00,-54.00,47.00,-56.00,49.00
2020-01-10,02:00,21.05,41.46,23.00,,,,,,0.00,0.00,-54.00,51.00,-49.00,46.00,-60.00,50.00,-53.00,60.00
2020-01-10,02:15,21.01,41.46,22.00,,,,,,0.00,0.00,-56.00,55.00,-51.00,47.00,-58.00,54.00,-54.00,51.00
2020-01-10,02:30,21.04,41.36,23.00,,,,,,0.00,0.00,-56.00,52.00,-54.00,51.00,-58.00,51.00,-52.00,51.00
2020-01-10,02:45,21.05,41.27,22.00,,,,,,0.00,0.00,-57.00,53.00,-52.00,48.00,-67.00,52.00,-52.00,54.00
2020-01-10,03:00,20.99,41.35,24.00,,,,,,0.00,0.00,-54.00,57.00,-48.00,50.00,-50.00,58.00,-52.00,48.00
2020-01-10,03:15,20.91,41.53,24.00,,,,,,0.00,0.00,-50.00,55.00,-51.00,57.00,-55.00,53.00,-64.00,66.00
2020-01-10,03:30,20.84,41.70,23.00,,,,,,0.00,0.00,-58.00,56.00,-54.00,46.00,-54.00,51.00,-54.00,56.00
2020-01-10,03:45,20.81,41.72,22.00,,,,,,0.00,0.00,-47.00,57.00,-47.00,50.00,-46.00,56.00,-52.00,53.00
2020-01-10,04:00,20.85,41.51,21.00,,,,,,0.00,0.00,-53.00,54.00,-49.00,46.00,-56.00,45.00,-62.00,53.00
2020-01-10,04:15,20.87,41.42,24.00,,,,,,0.00,0.00,-49.00,49.00,-52.00,47.00,-50.00,53.00,-51.00,55.00
2020-01-10,04:30,21.01,41.35,22.00,,,,,,0.00,0.00,-52.00,54.00,-52.00,48.00,-58.00,54.00,-56.00,57.00
2020-01-10,04:45,21.34,40.65,26.00,,,,,,0.00,0.00,-57.00,52.00,-52.00,67.00,-58.00,60.00,-55.00,58.00
2020-01-10,05:00,21.38,40.65,22.00,,,,,,0.00,0.00,-52.00,51.00,-50.00,50.00,-54.00,52.00,-61.00,54.00
2020-01-10,05:15,21.41,40.74,25.00,,,,,,0.00,0.00,-57.00,53.00,-55.00,52.00,-52.00,52.00,-56.00,58.00
2020-01-10,05:30,21.47,40.61,25.00,,,,,,0.00,0.00,-56.00,51.00,-51.00,51.00,-53.00,49.00,-52.00,64.00
2020-01-10,05:45,21.50,40.81,21.00,,,,,,0.00,0.00,-58.00,49.00,-51.00,50.00,-52.00,53.00,-64.00,64.00
2020-01-10,06:00,21.70,40.54,323.00,,,,,,0.00,6.00,-52.00,58.00,-57.00,51.00,-57.00,55.00,-73.00,55.00
2020-01-10,06:15,21.83,40.52,404.00,,,,,,5.00,5.00,-59.00,57.00,-57.00,64.00,-66.00,64.00,-55.00,57.00
2020-01-10,06:30,21.98,40.61,396.00,,,,,,5.00,5.00,-60.00,54.00,-54.00,56.00,-66.00,56.00,-57.00,66.00
2020-01-10,06:45,22.10,40.64,179.00,,,,,,5.00,5.00,-61.00,49.00,-60.00,53.00,-49.00,55.00,-52.00,52.00
2020-01-10,07:00,22.16,40.62,23.00,,,,,,5.00,5.00,-55.00,66.00,-57.00,49.00,-61.00,59.00,-56.00,63.00
2020-01-10,07:15,22.21,40.63,394.00,,,,,,5.00,6.00,-52.00,60.00,-52.00,51.00,-85.00,66.00,-67.00,68.00
2020-01-10,07:30,22.32,40.53,386.00,,,,,,1.00,6.00,-63.00,49.00,-51.00,51.00,-78.00,50.00,-57.00,56.00
2020-01-10,07:45,22.40,40.46,24.00,,,,,,1.00,2.00,-58.00,53.00,-53.00,60.00,-61.00,59.00,-58.00,56.00
2020-01-10,08:00,22.33,40.43,43.00,,,,,,2.00,4.00,-57.00,62.00,-49.00,50.00,-46.00,52.00,-52.00,51.00
2020-01-10,08:15,22.44,40.29,23.00,,,,,,2.00,4.00,-56.00,52.00,-49.00,48.00,-52.00,58.00,-52.00,55.00
2020-01-10,08:30,22.47,40.17,27.00,,,,,,2.00,3.00,-57.00,60.00,-51.00,48.00,-56.00,51.00,-57.00,55.00
2020-01-10,08:45,22.31,40.40,21.00,,,,,,2.00,3.00,-50.00,53.00,-53.00,47.00,-53.00,50.00,-59.00,55.00
2020-01-10,09:00,22.12,40.68,181.00,,,,,,2.00,3.00,-58.00,58.00,-59.00,54.00,-52.00,57.00,-65.00,51.00
2020-01-10,09:15,22.00,40.99,297.00,,,,,,3.00,5.00,-55.00,50.00,-51.00,53.00,-51.00,46.00,-49.00,52.00
2020-01-10,09:30,21.87,41.10,491.00,,,,,,5.00,8.00,-54.00,53.00,-60.00,49.00,-52.00,64.00,-60.00,81.00
2020-01-10,09:45,21.85,41.33,401.00,,,,,,3.00,5.00,-54.00,48.00,-51.00,49.00,-59.00,64.00,-64.00,73.00
2020-01-10,10:00,21.79,41.66,164.00,,,,,,4.00,5.00,-63.00,54.00,-54.00,56.00,-54.00,49.00,-55.00,52.00
2020-01-10,10:15,21.73,41.93,279.00,,,,,,4.00,7.00,-53.00,51.00,-55.00,54.00,-47.00,52.00,-55.00,58.00
2020-01-10,10:30,22.20,41.39,365.00,,,,,,3.00,5.00,-65.00,53.00,-54.00,58.00,-77.00,80.00,-59.00,90.00
2020-01-10,10:45,22.57,40.84,351.00,,,,,,3.00,5.00,-54.00,53.00,-56.00,52.00,-55.00,59.00,-58.00,58.00
2020-01-10,11:00,22.58,40.65,22.00,,,,,,4.00,10.00,-52.00,54.00,-49.00,54.00,-49.00,48.00,-57.00,54.00
2020-01-10,11:15,22.40,40.73,24.00,,,,,,10.00,17.00,-51.00,57.00,-57.00,58.00,-54.00,50.00,-59.00,54.00
2020-01-10,11:30,22.19,40.94,23.00,,,,,,12.00,24.00,-66.00,50.00,-53.00,49.00,-54.00,57.00,-57.00,56.00
2020-01-10,11:45,22.02,41.20,357.00,,,,,,10.00,26.00,-53.00,58.00,-53.00,54.00,-55.00,55.00,-59.00,52.00
2020-01-10,12:00,21.99,41.87,98.00,,,,,,8.00,23.00,-57.00,53.00,-52.00,50.00,-52.00,63.00,-59.00,56.00
2020-01-10,12:15,21.93,42.62,274.00,,,,,,8.00,16.00,-55.00,52.00,-51.00,56.00,-60.00,54.00,-67.00,52.00
2020-01-10,12:30,22.18,42.27,433.00,,,,,,6.00,26.00,-55.00,74.00,-55.00,48.00,-82.00,63.00,-57.00,59.00
2020-01-10,12:45,22.30,41.89,243.00,,,,,,4.00,7.00,-53.00,58.00,-48.00,57.00,-75.00,58.00,-66.00,72.00
2020-01-10,13:00,22.28,41.53,23.00,,,,,,3.00,5.00,-50.00,50.00,-53.00,47.00,-60.00,52.00,-60.00,54.00
2020-01-10,13:15,22.12,41.60,27.00,,,,,,1.00,3.00,-49.00,52.00,-50.00,64.00,-61.00,54.00,-58.00,49.00
2020-01-10,13:30,21.96,41.89,400.00,,,,,,1.00,2.00,-61.00,60.00,-53.00,56.00,-74.00,58.00,-77.00,59.00
2020-01-10,13:45,22.18,41.74,50.00,,,,,,1.00,7.00,-54.00,52.00,-48.00,49.00,-52.00,53.00,-58.00,57.00
2020-01-10,14:00,22.46,41.14,405.00,,,,,,5.00,6.00,-55.00,59.00,-53.00,48.00,-59.00,52.00,-62.00,55.00
2020-01-10,14:15,22.44,41.42,253.00,,,,,,5.00,6.00,-57.00,54.00,-55.00,63.00,-63.00,53.00,-58.00,72.00
2020-01-10,14:30,22.35,41.50,24.00,,,,,,5.00,5.00,-55.00,49.00,-57.00,47.00,-49.00,53.00,-52.00,53.00
2020-01-10,14:45,22.18,41.67,23.00,,,,,,5.00,5.00,-60.00,53.00,-53.00,48.00,-49.00,49.00,-50.00,53.00
2020-01-10,15:00,22.01,41.92,421.00,,,,,,5.00,5.00,-58.00,55.00,-49.00,56.00,-71.00,76.00,-85.00,74.00
2020-01-10,15:15,22.10,41.97,25.00,,,,,,5.00,5.00,-62.00,57.00,-59.00,55.00,-56.00,52.00,-53.00,53.00
2020-01-10,15:30,22.56,41.26,321.00,,,,,,5.00,5.00,-62.00,52.00,-52.00,45.00,-57.00,55.00,-58.00,63.00
2020-01-10,15:45,22.66,41.28,314.00,,,,,,5.00,5.00,-61.00,49.00,-53.00,50.00,-54.00,68.00,-51.00,56.00
2020-01-10,16:00,22.62,41.40,29.00,,,,,,5.00,9.00,-52.00,51.00,-52.00,55.00,-57.00,54.00,-56.00,53.00
2020-01-10,16:15,22.49,41.88,371.00,,,,,,4.00,9.00,-57.00,52.00,-66.00,50.00,-54.00,70.00,-56.00,56.00
2020-01-10,16:30,22.37,41.99,395.00,,,,,,4.00,8.00,-50.00,56.00,-53.00,49.00,-59.00,51.00,-60.00,59.00
2020-01-10,16:45,22.20,42.35,350.00,,,,,,4.00,5.00,-61.00,53.00,-51.00,52.00,-69.00,57.00,-62.00,62.00
2020-01-10,17:00,22.11,42.92,365.00,,,,,,4.00,6.00,-55.00,49.00,-50.00,48.00,-76.00,53.00,-59.00,67.00
2020-01-10,17:15,22.03,43.07,23.00,,,,,,4.00,5.00,-50.00,57.00,-46.00,47.00,-51.00,49.00,-50.00,48.00
2020-01-10,17:30,22.04,42.92,26.00,,,,,,4.00,5.00,-54.00,55.00,-55.00,49.00,-49.00,58.00,-53.00,54.00
2020-01-10,17:45,22.47,42.30,33.00,,,,,,4.00,5.00,-60.00,50.00,-53.00,47.00,-50.00,49.00,-53.00,63.00
2020-01-10,18:00,22.63,41.85,30.00,,,,,,4.00,5.00,-66.00,52.00,-56.00,50.00,-49.00,53.00,-63.00,56.00
2020-01-10,18:15,22.58,42.09,26.00,,,,,,4.00,5.00,-55.00,53.00,-53.00,48.00,-55.00,47.00,-57.00,63.00
2020-01-10,18:30,22.44,42.76,356.00,,,,,,4.00,5.00,-52.00,57.00,-52.00,54.00,-62.00,52.00,-56.00,54.00
2020-01-10,18:45,22.37,42.92,365.00,,,,,,4.00,6.00,-55.00,52.00,-50.00,62.00,-57.00,51.00,-56.00,55.00
2020-01-10,19:00,22.35,42.69,29.00,,,,,,4.00,5.00,-56.00,52.00,-52.00,53.00,-63.00,65.00,-72.00,54.00
